t,infer,step,vx_raw,wz_raw
1784787587.4465,109,14,0.02418,0.0103
1784787587.4465,109,15,0.02243,0.01127
1784787587.4465,109,16,0.02461,0.01427
1784787587.4465,109,17,0.025,0.01554
1784787587.4465,109,18,0.0267,0.00909
1784787587.4465,109,19,0.022,-0.01676
1784787587.4465,109,20,0.02456,-0.02128
1784787587.4465,109,21,0.02704,-0.02029
1784787587.4465,109,22,0.02726,-0.0192
1784787587.4465,109,23,0.02389,-0.02612
1784787587.4465,109,24,0.02447,-0.02256
1784787587.4465,109,25,0.02324,-0.02621
1784787587.4465,109,26,0.02533,-0.01725
1784787587.4465,109,27,0.02776,-0.03212
1784787587.4465,109,28,0.03534,-0.03769
1784787587.4465,109,29,0.03707,-0.04505
1784787587.4465,109,30,0.0397,-0.05005
1784787587.4465,109,31,0.04111,-0.08785
1784787587.4465,109,32,0.03805,-0.07935
1784787587.4465,109,33,0.03774,-0.07077
1784787587.4465,109,34,0.03806,-0.05811
1784787587.4465,109,35,0.04296,-0.05743
1784787587.4465,109,36,0.04415,-0.04726
1784787587.4465,109,37,0.04303,-0.04768
1784787587.4465,109,38,0.04021,-0.03996
1784787587.4465,109,39,0.03872,-0.03436
1784787587.4465,109,40,0.03576,-0.02389
1784787587.4465,109,41,0.03758,-0.01561
1784787587.4465,109,42,0.03191,-0.01438
1784787587.4465,109,43,0.03134,-0.00925
1784787587.4465,109,44,0.03376,0.0085
1784787587.4465,109,45,0.03168,-0.00265
1784787587.4465,109,46,0.03084,-0.00709
1784787587.4465,109,47,0.02736,-0.02897
1784787587.4465,109,48,0.02358,-0.0241
1784787587.4465,109,49,0.01787,-0.01399
1784787587.4465,109,50,0.03583,-0.0608
1784787587.4465,109,51,0.03808,-0.07296
1784787587.4465,109,52,0.0377,-0.07399
1784787587.4465,109,53,0.03687,-0.07711
1784787587.4465,109,54,0.04174,-0.07989
1784787587.4465,109,55,0.03922,-0.06987
1784787587.4465,109,56,0.02329,0.00754
1784787587.4465,109,57,0.02281,0.00163
1784787587.4465,109,58,0.02059,0.01175
1784787587.4465,109,59,0.01873,0.00708
1784787587.7838,110,0,0.03116,-0.09346
1784787587.7838,110,1,0.03074,-0.08867
1784787587.7838,110,2,0.02769,-0.08266
1784787587.7838,110,3,0.02748,-0.05195
1784787587.7838,110,4,0.02383,-0.02907
1784787587.7838,110,5,0.02611,-0.02013
1784787587.7838,110,6,0.03225,-0.09176
1784787587.7838,110,7,0.03343,-0.08958
1784787587.7838,110,8,0.03673,-0.0783
1784787587.7838,110,9,0.03788,-0.07177
1784787587.7838,110,10,0.03537,-0.06499
1784787587.7838,110,11,0.03079,-0.06434
1784787587.7838,110,12,0.0363,-0.04555
1784787587.7838,110,13,0.02947,-0.03849
1784787587.7838,110,14,0.02921,-0.0483
1784787587.7838,110,15,0.02553,-0.06138
1784787587.7838,110,16,0.01867,-0.05614
1784787587.7838,110,17,0.01162,-0.05216
1784787587.7838,110,18,0.03228,-0.05936
1784787587.7838,110,19,0.02862,-0.04395
1784787587.7838,110,20,0.03043,-0.05529
1784787587.7838,110,21,0.03366,-0.06387
1784787587.7838,110,22,0.03747,-0.07741
1784787587.7838,110,23,0.04079,-0.08093
1784787587.7838,110,24,0.04323,-0.09027
1784787587.7838,110,25,0.04335,-0.09335
1784787587.7838,110,26,0.04286,-0.08434
1784787587.7838,110,27,0.04342,-0.08638
1784787587.7838,110,28,0.04441,-0.07649
1784787587.7838,110,29,0.0405,-0.06963
1784787587.7838,110,30,0.04042,-0.05818
1784787587.7838,110,31,0.02622,-0.03913
1784787587.7838,110,32,0.0188,-0.0209
1784787587.7838,110,33,0.02058,-0.02519
1784787587.7838,110,34,0.01779,-0.03233
1784787587.7838,110,35,0.02835,-0.03719
1784787587.7838,110,36,0.02846,-0.0426
1784787587.7838,110,37,0.0295,-0.04885
1784787587.7838,110,38,0.02855,-0.04057
1784787587.7838,110,39,0.02966,-0.0426
1784787587.7838,110,40,0.03629,-0.05045
1784787587.7838,110,41,0.03368,-0.0544
1784787587.7838,110,42,0.03607,-0.05825
1784787587.7838,110,43,0.03484,-0.05445
1784787587.7838,110,44,0.03958,-0.09712
1784787587.7838,110,45,0.03465,-0.09481
1784787587.7838,110,46,0.03716,-0.09961
1784787587.7838,110,47,0.03201,-0.09464
1784787587.7838,110,48,0.02866,-0.09058
1784787587.7838,110,49,0.02879,-0.08249
1784787587.7838,110,50,0.02067,-0.01914
1784787587.7838,110,51,0.01654,-0.01622
1784787587.7838,110,52,0.01684,-0.02204
1784787587.7838,110,53,0.0184,-0.00827
1784787587.7838,110,54,0.01577,-0.01113
1784787587.7838,110,55,0.01426,-0.01646
1784787587.7838,110,56,0.00693,-0.03418
1784787587.7838,110,57,0.01164,-0.03651
1784787587.7838,110,58,0.01217,-0.03636
1784787587.7838,110,59,0.01089,-0.04464
1784787587.9832,111,0,0.01579,-0.05748
1784787587.9832,111,1,0.01423,-0.05396
1784787587.9832,111,2,0.01707,-0.0519
1784787587.9832,111,3,0.01741,-0.04363
1784787587.9832,111,4,0.02516,-0.05264
1784787587.9832,111,5,0.02246,-0.03872
1784787587.9832,111,6,0.04589,-0.00076
1784787587.9832,111,7,0.04853,0.00223
1784787587.9832,111,8,0.04876,-0.00197
1784787587.9832,111,9,0.04559,0.00152
1784787587.9832,111,10,0.04409,-0.00295
1784787587.9832,111,11,0.04629,-0.01562
1784787587.9832,111,12,0.04195,-0.04598
1784787587.9832,111,13,0.05598,-0.05866
1784787587.9832,111,14,0.03847,-0.05017
1784787587.9832,111,15,0.03471,-0.04168
1784787587.9832,111,16,0.03681,-0.03729
1784787587.9832,111,17,0.03892,-0.04042
1784787587.9832,111,18,0.04088,-0.04132
1784787587.9832,111,19,0.03032,-0.03706
1784787587.9832,111,20,0.02582,-0.02015
1784787587.9832,111,21,0.02816,-0.03218
1784787587.9832,111,22,0.0308,-0.0298
1784787587.9832,111,23,0.03453,-0.03609
1784787587.9832,111,24,0.02553,-0.03296
1784787587.9832,111,25,0.02578,-0.02118
1784787587.9832,111,26,0.02867,-0.02434
1784787587.9832,111,27,0.02635,-0.01887
1784787587.9832,111,28,0.02895,-0.02788
1784787587.9832,111,29,0.03495,-0.01187
1784787587.9832,111,30,0.03988,-0.03041
1784787587.9832,111,31,0.04181,-0.00813
1784787587.9832,111,32,0.0408,-0.02375
1784787587.9832,111,33,0.04173,-0.02752
1784787587.9832,111,34,0.04375,-0.02596
1784787587.9832,111,35,0.04354,-0.04273
1784787587.9832,111,36,0.04867,-0.03348
1784787587.9832,111,37,0.05046,-0.03445
1784787587.9832,111,38,0.04576,-0.01894
1784787587.9832,111,39,0.04958,-0.01995
1784787587.9832,111,40,0.04708,-0.02453
1784787587.9832,111,41,0.05296,-0.03104
1784787587.9832,111,42,0.0495,-0.03761
1784787587.9832,111,43,0.04878,-0.04247
1784787587.9832,111,44,0.04921,0.01117
1784787587.9832,111,45,0.05432,0.02866
1784787587.9832,111,46,0.05669,0.02995
1784787587.9832,111,47,0.05681,0.03338
1784787587.9832,111,48,0.0681,0.04612
1784787587.9832,111,49,0.06117,0.04232
1784787587.9832,111,50,0.03171,-0.02128
1784787587.9832,111,51,0.03699,-0.04042
1784787587.9832,111,52,0.04874,-0.03654
1784787587.9832,111,53,0.04721,-0.02702
1784787587.9832,111,54,0.04907,-0.02555
1784787587.9832,111,55,0.05049,-0.00854
1784787587.9832,111,56,0.05471,-0.04515
1784787587.9832,111,57,0.05555,-0.0492
1784787587.9832,111,58,0.0562,-0.06015
1784787587.9832,111,59,0.05535,-0.05525
1784787588.3189,112,0,0.01363,-0.05468
1784787588.3189,112,1,0.01145,-0.05894
1784787588.3189,112,2,0.01279,-0.06741
1784787588.3189,112,3,0.01216,-0.06743
1784787588.3189,112,4,0.01294,-0.06377
1784787588.3189,112,5,0.01261,-0.06167
1784787588.3189,112,6,0.01693,-0.06058
1784787588.3189,112,7,0.01576,-0.05819
1784787588.3189,112,8,0.01176,-0.05295
1784787588.3189,112,9,0.01347,-0.0538
1784787588.3189,112,10,0.01582,-0.05443
1784787588.3189,112,11,0.02072,-0.06463
1784787588.3189,112,12,0.02857,-0.08837
1784787588.3189,112,13,0.02751,-0.09391
1784787588.3189,112,14,0.02984,-0.08662
1784787588.3189,112,15,0.0255,-0.07614
1784787588.3189,112,16,0.02726,-0.07484
1784787588.3189,112,17,0.02766,-0.06158
1784787588.3189,112,18,0.02664,-0.0666
1784787588.3189,112,19,0.03023,-0.10893
1784787588.3189,112,20,0.03506,-0.11438
1784787588.3189,112,21,0.03498,-0.11791
1784787588.3189,112,22,0.03651,-0.11593
1784787588.3189,112,23,0.03442,-0.11937
1784787588.3189,112,24,0.03475,-0.11665
1784787588.3189,112,25,0.02968,-0.12125
1784787588.3189,112,26,0.0295,-0.1261
1784787588.3189,112,27,0.03163,-0.12959
1784787588.3189,112,28,0.03471,-0.11617
1784787588.3189,112,29,0.04058,-0.11368
1784787588.3189,112,30,0.03452,-0.103
1784787588.3189,112,31,0.0316,-0.1008
1784787588.3189,112,32,0.02906,-0.10102
1784787588.3189,112,33,0.02942,-0.09768
1784787588.3189,112,34,0.02652,-0.10592
1784787588.3189,112,35,0.02974,-0.09758
1784787588.3189,112,36,0.02789,-0.10348
1784787588.3189,112,37,0.02915,-0.09532
1784787588.3189,112,38,0.02437,-0.08045
1784787588.3189,112,39,0.02599,-0.08601
1784787588.3189,112,40,0.0299,-0.08767
1784787588.3189,112,41,0.0257,-0.08919
1784787588.3189,112,42,0.02316,-0.0826
1784787588.3189,112,43,0.02487,-0.08382
1784787588.3189,112,44,0.02378,-0.06525
1784787588.3189,112,45,0.02429,-0.07176
1784787588.3189,112,46,0.02558,-0.07065
1784787588.3189,112,47,0.0396,-0.07076
1784787588.3189,112,48,0.04007,-0.05783
1784787588.3189,112,49,0.04315,-0.06179
1784787588.3189,112,50,0.0259,-0.064
1784787588.3189,112,51,0.02406,-0.05893
1784787588.3189,112,52,0.01995,-0.04544
1784787588.3189,112,53,0.0283,-0.04708
1784787588.3189,112,54,0.0323,-0.03879
1784787588.3189,112,55,0.03427,-0.04653
1784787588.3189,112,56,0.0334,-0.04293
1784787588.3189,112,57,0.03801,-0.04434
1784787588.3189,112,58,0.0357,-0.0491
1784787588.3189,112,59,0.03328,-0.05627
1784787588.6641,113,0,0.0128,-0.06057
1784787588.6641,113,1,0.01206,-0.05641
1784787588.6641,113,2,0.01187,-0.0572
1784787588.6641,113,3,0.01364,-0.05616
1784787588.6641,113,4,0.01522,-0.05669
1784787588.6641,113,5,0.01559,-0.05313
1784787588.6641,113,6,0.01207,-0.04173
1784787588.6641,113,7,0.01215,-0.0445
1784787588.6641,113,8,0.01201,-0.04462
1784787588.6641,113,9,0.01411,-0.03987
1784787588.6641,113,10,0.01551,-0.04133
1784787588.6641,113,11,0.01911,-0.04215
1784787588.6641,113,12,0.0204,-0.05959
1784787588.6641,113,13,0.01913,-0.04783
1784787588.6641,113,14,0.01675,-0.05359
1784787588.6641,113,15,0.01274,-0.04878
1784787588.6641,113,16,0.01467,-0.06354
1784787588.6641,113,17,0.01312,-0.05827
1784787588.6641,113,18,0.01609,-0.06881
1784787588.6641,113,19,0.01696,-0.09917
1784787588.6641,113,20,0.01773,-0.09397
1784787588.6641,113,21,0.01917,-0.08612
1784787588.6641,113,22,0.01998,-0.07678
1784787588.6641,113,23,0.02468,-0.07874
1784787588.6641,113,24,0.0273,-0.07867
1784787588.6641,113,25,0.03272,-0.09817
1784787588.6641,113,26,0.03643,-0.10101
1784787588.6641,113,27,0.03553,-0.09997
1784787588.6641,113,28,0.03487,-0.09439
1784787588.6641,113,29,0.03337,-0.08034
1784787588.6641,113,30,0.03106,-0.07273
1784787588.6641,113,31,0.03477,-0.08077
1784787588.6641,113,32,0.03684,-0.08216
1784787588.6641,113,33,0.03585,-0.08134
1784787588.6641,113,34,0.03512,-0.08698
1784787588.6641,113,35,0.03299,-0.08951
1784787588.6641,113,36,0.03681,-0.09645
1784787588.6641,113,37,0.03473,-0.10404
1784787588.6641,113,38,0.03406,-0.10397
1784787588.6641,113,39,0.03656,-0.11336
1784787588.6641,113,40,0.04145,-0.13181
1784787588.6641,113,41,0.04272,-0.13435
1784787588.6641,113,42,0.04084,-0.1475
1784787588.6641,113,43,0.03511,-0.14719
1784787588.6641,113,44,0.0165,-0.06927
1784787588.6641,113,45,0.01724,-0.06392
1784787588.6641,113,46,0.01676,-0.06617
1784787588.6641,113,47,0.01836,-0.07465
1784787588.6641,113,48,0.02239,-0.0792
1784787588.6641,113,49,0.02591,-0.08747
1784787588.6641,113,50,0.03552,-0.09564
1784787588.6641,113,51,0.03648,-0.09837
1784787588.6641,113,52,0.03504,-0.10894
1784787588.6641,113,53,0.03474,-0.11257
1784787588.6641,113,54,0.03456,-0.10865
1784787588.6641,113,55,0.03196,-0.10452
1784787588.6641,113,56,0.0198,-0.05097
1784787588.6641,113,57,0.02141,-0.06232
1784787588.6641,113,58,0.02153,-0.05385
1784787588.6641,113,59,0.01916,-0.05062
1784787588.8618,114,0,0.02299,-0.07482
1784787588.8618,114,1,0.01864,-0.07141
1784787588.8618,114,2,0.01605,-0.06372
1784787588.8618,114,3,0.0147,-0.05206
1784787588.8618,114,4,0.01455,-0.05358
1784787588.8618,114,5,0.0162,-0.05502
1784787588.8618,114,6,0.02395,-0.05818
1784787588.8618,114,7,0.02424,-0.0774
1784787588.8618,114,8,0.02223,-0.07
1784787588.8618,114,9,0.02198,-0.06874
1784787588.8618,114,10,0.02203,-0.07159
1784787588.8618,114,11,0.02354,-0.09056
1784787588.8618,114,12,0.02129,-0.08989
1784787588.8618,114,13,0.02912,-0.07625
1784787588.8618,114,14,0.02299,-0.08775
1784787588.8618,114,15,0.01606,-0.0794
1784787588.8618,114,16,0.01619,-0.08876
1784787588.8618,114,17,0.01552,-0.08573
1784787588.8618,114,18,0.01604,-0.07319
1784787588.8618,114,19,0.01392,-0.066
1784787588.8618,114,20,0.01284,-0.0659
1784787588.8618,114,21,0.01153,-0.08033
1784787588.8618,114,22,0.01373,-0.0765
1784787588.8618,114,23,0.01615,-0.05751
1784787588.8618,114,24,0.01481,-0.05331
1784787588.8618,114,25,0.0235,-0.05427
1784787588.8618,114,26,0.03167,-0.04926
1784787588.8618,114,27,0.02968,-0.05453
1784787588.8618,114,28,0.03522,-0.04568
1784787588.8618,114,29,0.0324,-0.04493
1784787588.8618,114,30,0.03208,-0.05318
1784787588.8618,114,31,0.04824,-0.06796
1784787588.8618,114,32,0.04978,-0.08228
1784787588.8618,114,33,0.0452,-0.07402
1784787588.8618,114,34,0.04288,-0.06299
1784787588.8618,114,35,0.04171,-0.04036
1784787588.8618,114,36,0.04153,-0.03587
1784787588.8618,114,37,0.04092,-0.03656
1784787588.8618,114,38,0.03566,-0.04154
1784787588.8618,114,39,0.03529,-0.0323
1784787588.8618,114,40,0.0375,-0.03756
1784787588.8618,114,41,0.04638,-0.03248
1784787588.8618,114,42,0.04644,-0.01376
1784787588.8618,114,43,0.04715,-0.02177
1784787588.8618,114,44,0.02027,-0.06064
1784787588.8618,114,45,0.02425,-0.05035
1784787588.8618,114,46,0.02884,-0.05014
1784787588.8618,114,47,0.04088,-0.03953
1784787588.8618,114,48,0.04837,-0.03856
1784787588.8618,114,49,0.05279,-0.03883
1784787588.8618,114,50,0.02251,-0.04317
1784787588.8618,114,51,0.02702,-0.03922
1784787588.8618,114,52,0.03235,-0.03024
1784787588.8618,114,53,0.03738,-0.02501
1784787588.8618,114,54,0.04164,-0.03
1784787588.8618,114,55,0.04601,-0.04705
1784787588.8618,114,56,0.05115,-0.05611
1784787588.8618,114,57,0.04902,-0.04342
1784787588.8618,114,58,0.04947,-0.0454
1784787588.8618,114,59,0.05114,-0.04628
1784787589.1961,115,0,0.01211,-0.04932
1784787589.1961,115,1,0.0118,-0.05895
1784787589.1961,115,2,0.01469,-0.07396
1784787589.1961,115,3,0.01879,-0.09265
1784787589.1961,115,4,0.01904,-0.10354
1784787589.1961,115,5,0.02072,-0.10097
1784787589.1961,115,6,0.00093,-0.03554
1784787589.1961,115,7,-0.0021,-0.03221
1784787589.1961,115,8,-0.00329,-0.02815
1784787589.1961,115,9,-0.00626,-0.03454
1784787589.1961,115,10,-0.00342,-0.03957
1784787589.1961,115,11,1e-05,-0.05652
1784787589.1961,115,12,0.00027,-0.06353
1784787589.1961,115,13,0.00478,-0.0792
1784787589.1961,115,14,0.00585,-0.0815
1784787589.1961,115,15,0.00122,-0.05634
1784787589.1961,115,16,-8e-05,-0.05004
1784787589.1961,115,17,0.004,-0.02862
1784787589.1961,115,18,0.00699,-0.01676
1784787589.1961,115,19,0.00899,-0.08143
1784787589.1961,115,20,0.00934,-0.08481
1784787589.1961,115,21,0.00819,-0.07509
1784787589.1961,115,22,0.01049,-0.0595
1784787589.1961,115,23,0.00754,-0.05522
1784787589.1961,115,24,0.01034,-0.06426
1784787589.1961,115,25,0.01153,-0.07319
1784787589.1961,115,26,0.00976,-0.07128
1784787589.1961,115,27,0.00924,-0.07115
1784787589.1961,115,28,0.01063,-0.07253
1784787589.1961,115,29,0.01179,-0.0801
1784787589.1961,115,30,0.01589,-0.09547
1784787589.1961,115,31,0.01608,-0.09636
1784787589.1961,115,32,0.01645,-0.09785
1784787589.1961,115,33,0.01783,-0.09969
1784787589.1961,115,34,0.01609,-0.09852
1784787589.1961,115,35,0.017,-0.09558
1784787589.1961,115,36,0.01575,-0.10174
1784787589.1961,115,37,0.01336,-0.10124
1784787589.1961,115,38,0.01277,-0.09116
1784787589.1961,115,39,0.01377,-0.0861
1784787589.1961,115,40,0.01263,-0.07688
1784787589.1961,115,41,0.01371,-0.07837
1784787589.1961,115,42,0.01509,-0.07215
1784787589.1961,115,43,0.01124,-0.07156
1784787589.1961,115,44,0.00691,-0.05678
1784787589.1961,115,45,0.00509,-0.04935
1784787589.1961,115,46,0.00274,-0.03681
1784787589.1961,115,47,0.00445,-0.02642
1784787589.1961,115,48,0.00489,-0.03151
1784787589.1961,115,49,0.0021,-0.02811
1784787589.1961,115,50,0.01883,-0.10406
1784787589.1961,115,51,0.01822,-0.1072
1784787589.1961,115,52,0.01742,-0.10971
1784787589.1961,115,53,0.01739,-0.10797
1784787589.1961,115,54,0.01622,-0.09453
1784787589.1961,115,55,0.01441,-0.09869
1784787589.1961,115,56,0.00965,-0.09649
1784787589.1961,115,57,0.01205,-0.10065
1784787589.1961,115,58,0.01568,-0.11146
1784787589.1961,115,59,0.01154,-0.09712
1784787589.5348,116,0,0.00866,-0.02927
1784787589.5348,116,1,0.01561,-0.03334
1784787589.5348,116,2,0.01465,-0.03752
1784787589.5348,116,3,0.01684,-0.03154
1784787589.5348,116,4,0.01938,-0.03096
1784787589.5348,116,5,0.02442,-0.02048
1784787589.5348,116,6,0.0152,-0.04096
1784787589.5348,116,7,0.01736,-0.04986
1784787589.5348,116,8,0.01704,-0.06919
1784787589.5348,116,9,0.02378,-0.08224
1784787589.5348,116,10,0.02359,-0.09367
1784787589.5348,116,11,0.02776,-0.10412
1784787589.5348,116,12,0.02935,-0.1087
1784787589.5348,116,13,0.03252,-0.12972
1784787589.5348,116,14,0.03158,-0.13543
1784787589.5348,116,15,0.02979,-0.0283
1784787589.5348,116,16,0.03256,-0.01539
1784787589.5348,116,17,0.03318,-0.01615
1784787589.5348,116,18,0.02819,-0.04558
1784787589.5348,116,19,0.03211,-0.04795
1784787589.5348,116,20,0.0331,-0.06072
1784787589.5348,116,21,0.03438,-0.04319
1784787589.5348,116,22,0.03213,-0.02135
1784787589.5348,116,23,0.02412,-0.0077
1784787589.5348,116,24,0.02753,-0.01897
1784787589.5348,116,25,0.02752,0.00307
1784787589.5348,116,26,0.02869,0.00262
1784787589.5348,116,27,0.02417,0.00584
1784787589.5348,116,28,0.02275,-0.02198
1784787589.5348,116,29,0.02421,-0.02602
1784787589.5348,116,30,0.02184,-0.04953
1784787589.5348,116,31,0.03228,-0.01254
1784787589.5348,116,32,0.03283,-0.02298
1784787589.5348,116,33,0.03453,-0.02432
1784787589.5348,116,34,0.0385,-0.02329
1784787589.5348,116,35,0.02913,-0.02575
1784787589.5348,116,36,0.03395,-0.03957
1784787589.5348,116,37,0.03099,-0.02219
1784787589.5348,116,38,0.03055,-0.02235
1784787589.5348,116,39,0.02583,-0.00844
1784787589.5348,116,40,0.02354,-0.00446
1784787589.5348,116,41,0.02154,-0.00869
1784787589.5348,116,42,0.02036,-0.01798
1784787589.5348,116,43,0.0204,-0.00882
1784787589.5348,116,44,0.00667,-0.03702
1784787589.5348,116,45,0.01108,-0.04887
1784787589.5348,116,46,0.01137,-0.05794
1784787589.5348,116,47,0.01066,-0.06167
1784787589.5348,116,48,0.0102,-0.03873
1784787589.5348,116,49,0.01184,-0.03561
1784787589.5348,116,50,0.01642,-0.07516
1784787589.5348,116,51,0.0178,-0.09591
1784787589.5348,116,52,0.01636,-0.08395
1784787589.5348,116,53,0.02404,-0.08832
1784787589.5348,116,54,0.02633,-0.07558
1784787589.5348,116,55,0.02974,-0.07596
1784787589.5348,116,56,0.03061,-0.12838
1784787589.5348,116,57,0.02719,-0.05123
1784787589.5348,116,58,0.02903,-0.06939
1784787589.5348,116,59,0.03193,-0.10487
1784787589.8737,117,0,0.03004,-0.05562
1784787589.8737,117,1,0.02977,-0.04489
1784787589.8737,117,2,0.02748,-0.05049
1784787589.8737,117,3,0.03555,-0.06298
1784787589.8737,117,4,0.03575,-0.08148
1784787589.8737,117,5,0.03945,-0.1055
1784787589.8737,117,6,0.04405,-0.1168
1784787589.8737,117,7,0.03712,-0.11184
1784787589.8737,117,8,0.03482,-0.10008
1784787589.8737,117,9,0.03379,-0.09558
1784787589.8737,117,10,0.03275,-0.09548
1784787589.8737,117,11,0.01255,-0.03686
1784787589.8737,117,12,0.02789,-0.16552
1784787589.8737,117,13,0.02169,-0.11927
1784787589.8737,117,14,0.00087,0.02961
1784787589.8737,117,15,0.0166,0.01042
1784787589.8737,117,16,-0.00248,0.0753
1784787589.8737,117,17,-0.00324,0.04597
1784787589.8737,117,18,0.02675,-0.07796
1784787589.8737,117,19,0.01773,-0.02231
1784787589.8737,117,20,0.00768,0.02325
1784787589.8737,117,21,-0.00067,0.04519
1784787589.8737,117,22,0.006,0.04635
1784787589.8737,117,23,0.01066,0.03753
1784787589.8737,117,24,0.01665,0.03463
1784787589.8737,117,25,0.01941,0.02279
1784787589.8737,117,26,0.01757,0.02125
1784787589.8737,117,27,0.01675,0.0189
1784787589.8737,117,28,0.02222,0.01267
1784787589.8737,117,29,0.02367,0.00435
1784787589.8737,117,30,0.02452,-0.00509
1784787589.8737,117,31,0.01919,-0.09875
1784787589.8737,117,32,0.02112,-0.10279
1784787589.8737,117,33,0.02181,-0.10197
1784787589.8737,117,34,0.02151,-0.10885
1784787589.8737,117,35,0.02441,-0.1188
1784787589.8737,117,36,0.02175,-0.1317
1784787589.8737,117,37,0.01888,-0.11506
1784787589.8737,117,38,0.01688,-0.12298
1784787589.8737,117,39,0.01668,-0.11577
1784787589.8737,117,40,0.01487,-0.11344
1784787589.8737,117,41,0.0153,-0.10575
1784787589.8737,117,42,0.01696,-0.11539
1784787589.8737,117,43,0.0147,-0.08641
1784787589.8737,117,44,0.02365,-0.10639
1784787589.8737,117,45,0.02666,-0.1135
1784787589.8737,117,46,0.0286,-0.1205
1784787589.8737,117,47,0.03085,-0.12771
1784787589.8737,117,48,0.03216,-0.13143
1784787589.8737,117,49,0.02862,-0.12244
1784787589.8737,117,50,0.02443,-0.08461
1784787589.8737,117,51,0.0229,-0.08202
1784787589.8737,117,52,0.0266,-0.08593
1784787589.8737,117,53,0.02386,-0.10299
1784787589.8737,117,54,0.02202,-0.11707
1784787589.8737,117,55,0.02,-0.12601
1784787589.8737,117,56,0.00553,-0.014
1784787589.8737,117,57,0.00686,-0.03178
1784787589.8737,117,58,0.02143,-0.10444
1784787589.8737,117,59,0.00873,-0.02487
1784787590.2045,118,0,0.02912,-0.0189
1784787590.2045,118,1,0.03516,-0.02103
1784787590.2045,118,2,0.03198,-0.01858
1784787590.2045,118,3,0.03074,-0.01459
1784787590.2045,118,4,0.03431,-0.01282
1784787590.2045,118,5,0.02755,-0.01601
1784787590.2045,118,6,0.03474,0.03079
1784787590.2045,118,7,0.03439,0.03116
1784787590.2045,118,8,0.03349,0.03139
1784787590.2045,118,9,0.02761,0.03427
1784787590.2045,118,10,0.02067,0.00808
1784787590.2045,118,11,0.03125,-0.00726
1784787590.2045,118,12,0.02898,-0.0976
1784787590.2045,118,13,0.03471,-0.09742
1784787590.2045,118,14,0.043,-0.01864
1784787590.2045,118,15,0.0373,0.00351
1784787590.2045,118,16,0.0393,-0.04116
1784787590.2045,118,17,0.03454,-0.05316
1784787590.2045,118,18,0.04981,-0.05554
1784787590.2045,118,19,0.04829,-0.08701
1784787590.2045,118,20,0.04836,-0.0985
1784787590.2045,118,21,0.04672,-0.0915
1784787590.2045,118,22,0.04549,-0.08542
1784787590.2045,118,23,0.04662,-0.08099
1784787590.2045,118,24,0.04735,-0.0647
