t,infer,step,vx_raw,wz_raw
1784709632.3739,1,46,-0.00097,-0.00454
1784709632.3739,1,47,0.00243,-0.009
1784709632.3739,1,48,-0.00232,-0.00742
1784709632.3739,1,49,0.00204,-0.00115
1784709632.3739,1,50,-0.00146,-0.00433
1784709632.3739,1,51,0.00039,-0.00167
1784709632.3739,1,52,-0.00281,-0.00661
1784709632.3739,1,53,-0.00163,-0.00776
1784709632.3739,1,54,-0.00113,-0.00978
1784709632.3739,1,55,-0.0002,-0.00453
1784709632.3739,1,56,-0.00216,-0.01228
1784709632.3739,1,57,-0.00105,-0.01741
1784709632.3739,1,58,0.00181,-0.01088
1784709632.3739,1,59,-0.00166,-0.01403
1784709632.7517,2,0,0.00099,0.0063
1784709632.7517,2,1,-0.0006,-0.01137
1784709632.7517,2,2,0.00069,-0.01407
1784709632.7517,2,3,0.00037,-0.03865
1784709632.7517,2,4,-0.00226,-0.04941
1784709632.7517,2,5,-0.00822,-0.04627
1784709632.7517,2,6,-0.01641,-0.06542
1784709632.7517,2,7,-0.01275,-0.07071
1784709632.7517,2,8,-0.0012,-0.12844
1784709632.7517,2,9,-0.00355,-0.13745
1784709632.7517,2,10,-0.00251,-0.00226
1784709632.7517,2,11,-0.00843,-0.13821
1784709632.7517,2,12,-0.00493,-0.12166
1784709632.7517,2,13,-0.01159,-0.13189
1784709632.7517,2,14,-0.00974,-0.1416
1784709632.7517,2,15,-0.01394,-0.14474
1784709632.7517,2,16,-0.01261,-0.11247
1784709632.7517,2,17,-0.01067,-0.08868
1784709632.7517,2,18,-0.01262,-0.10017
1784709632.7517,2,19,-0.01063,-0.08081
1784709632.7517,2,20,-0.00745,-0.06359
1784709632.7517,2,21,-0.00927,-0.04985
1784709632.7517,2,22,-0.01149,-0.05193
1784709632.7517,2,23,-0.00916,-0.04565
1784709632.7517,2,24,-0.01224,-0.05914
1784709632.7517,2,25,-0.01416,-0.06963
1784709632.7517,2,26,-0.00539,-0.06391
1784709632.7517,2,27,-0.00958,-0.0667
1784709632.7517,2,28,-0.01021,-0.06076
1784709632.7517,2,29,-0.00436,-0.04021
1784709632.7517,2,30,0.00347,-0.05256
1784709632.7517,2,31,0.00134,-0.04966
1784709632.7517,2,32,0.00161,-0.04116
1784709632.7517,2,33,-0.00203,-0.07117
1784709632.7517,2,34,-0.00244,-0.06789
1784709632.7517,2,35,0.00404,-0.03469
1784709632.7517,2,36,0.00148,-0.0088
1784709632.7517,2,37,0.00372,-0.00997
1784709632.7517,2,38,0.0053,-0.00839
1784709632.7517,2,39,0.00199,-0.01967
1784709632.7517,2,40,0.00119,-0.02424
1784709632.7517,2,41,0.00182,-0.02066
1784709632.7517,2,42,0.00531,-0.03653
1784709632.7517,2,43,0.00094,-0.02607
1784709632.7517,2,44,-0.00489,-0.0466
1784709632.7517,2,45,-0.00971,-0.06212
1784709632.7517,2,46,-0.00834,-0.0847
1784709632.7517,2,47,-0.0085,-0.08527
1784709632.7517,2,48,-0.01544,-0.07881
1784709632.7517,2,49,-0.00776,-0.09079
1784709632.7517,2,50,-0.00985,-0.03628
1784709632.7517,2,51,-0.00711,-0.05372
1784709632.7517,2,52,0.0002,-0.00488
1784709632.7517,2,53,0.00123,0.00214
1784709632.7517,2,54,-0.00873,-0.14428
1784709632.7517,2,55,-0.0017,0.00167
1784709632.7517,2,56,-0.0016,-0.00211
1784709632.7517,2,57,5e-05,0.00203
1784709632.7517,2,58,0.00015,-0.0013
1784709632.7517,2,59,0.00042,-0.00107
1784709632.9881,3,0,-0.00242,-0.00549
1784709632.9881,3,1,-0.0102,-0.03097
1784709632.9881,3,2,-0.01052,-0.03065
1784709632.9881,3,3,-0.00737,-0.0326
1784709632.9881,3,4,0.00152,-0.00098
1784709632.9881,3,5,-0.00574,-0.05843
1784709632.9881,3,6,-0.00268,-0.00904
1784709632.9881,3,7,-0.00768,-0.02698
1784709632.9881,3,8,0.00039,-0.00386
1784709632.9881,3,9,-0.01338,-0.09326
1784709632.9881,3,10,-0.01218,-0.08548
1784709632.9881,3,11,-0.00287,-0.00877
1784709632.9881,3,12,-0.01271,-0.09676
1784709632.9881,3,13,-0.01531,-0.10264
1784709632.9881,3,14,0.00167,-0.01006
1784709632.9881,3,15,-0.00351,-0.03484
1784709632.9881,3,16,-0.01291,-0.05592
1784709632.9881,3,17,-0.01489,-0.05683
1784709632.9881,3,18,-0.01134,-0.04868
1784709632.9881,3,19,-0.00995,-0.04619
1784709632.9881,3,20,-0.00761,-0.02753
1784709632.9881,3,21,-0.00803,-0.02925
1784709632.9881,3,22,-0.01071,-0.03831
1784709632.9881,3,23,-0.01539,-0.05687
1784709632.9881,3,24,-0.01245,-0.06599
1784709632.9881,3,25,-0.00956,-0.04353
1784709632.9881,3,26,-0.00612,-0.02917
1784709632.9881,3,27,-0.00771,-0.02299
1784709632.9881,3,28,-0.00685,-0.0241
1784709632.9881,3,29,-0.0112,-0.06947
1784709632.9881,3,30,-0.01424,-0.05647
1784709632.9881,3,31,-0.01518,-0.06369
1784709632.9881,3,32,-0.01156,-0.08565
1784709632.9881,3,33,-0.00798,-0.06335
1784709632.9881,3,34,-0.00393,-0.03689
1784709632.9881,3,35,-0.00268,-0.02109
1784709632.9881,3,36,-0.00395,-0.01156
1784709632.9881,3,37,-0.00143,-0.02427
1784709632.9881,3,38,-0.00374,-0.03563
1784709632.9881,3,39,-0.00851,-0.02883
1784709632.9881,3,40,-0.00366,-0.01404
1784709632.9881,3,41,-0.00341,-0.00563
1784709632.9881,3,42,0.00024,-0.01142
1784709632.9881,3,43,-0.0017,-0.01539
1784709632.9881,3,44,-0.00215,-0.01003
1784709632.9881,3,45,0.00533,0.01396
1784709632.9881,3,46,-0.00205,-0.00553
1784709632.9881,3,47,-0.00181,-0.00413
1784709632.9881,3,48,-0.01449,-0.07702
1784709632.9881,3,49,-0.00047,-0.0026
1784709632.9881,3,50,-0.01351,-0.06016
1784709632.9881,3,51,-0.00856,-0.03047
1784709632.9881,3,52,-0.01315,-0.05565
1784709632.9881,3,53,-0.00226,-0.00234
1784709632.9881,3,54,-0.00642,-0.02026
1784709632.9881,3,55,-0.0124,-0.10087
1784709632.9881,3,56,-0.00038,-0.01071
1784709632.9881,3,57,0.00028,-0.00836
1784709632.9881,3,58,-0.0137,-0.06763
1784709632.9881,3,59,-0.01115,-0.0535
1784709633.2457,4,0,-5e-05,-0.00906
1784709633.2457,4,1,-0.00044,-0.00669
1784709633.2457,4,2,-0.00218,-0.01184
1784709633.2457,4,3,-0.00365,-0.01877
1784709633.2457,4,4,-0.00198,-0.01064
1784709633.2457,4,5,-0.00234,-0.03096
1784709633.2457,4,6,-0.02258,-0.0434
1784709633.2457,4,7,-0.0069,-0.01499
1784709633.2457,4,8,-0.01888,-0.04724
1784709633.2457,4,9,-0.01556,-0.04487
1784709633.2457,4,10,-0.01922,-0.03353
1784709633.2457,4,11,-0.00068,-0.00055
1784709633.2457,4,12,0.00339,0.01416
1784709633.2457,4,13,-0.01755,-0.0459
1784709633.2457,4,14,-0.01672,-0.0571
1784709633.2457,4,15,-0.01908,-0.05834
1784709633.2457,4,16,-0.01824,-0.05476
1784709633.2457,4,17,-0.01029,-0.03162
1784709633.2457,4,18,-0.00754,-0.01166
1784709633.2457,4,19,-0.0014,-0.01013
1784709633.2457,4,20,-0.00653,-0.00952
1784709633.2457,4,21,-0.00469,-0.00653
1784709633.2457,4,22,-0.00548,-0.01693
1784709633.2457,4,23,-0.0049,-0.02126
1784709633.2457,4,24,-0.00336,-0.00692
1784709633.2457,4,25,-0.00436,-0.00605
1784709633.2457,4,26,-0.00356,-0.00387
1784709633.2457,4,27,-0.00184,-0.00344
1784709633.2457,4,28,-0.00166,0.00446
1784709633.2457,4,29,-0.0008,0.00401
1784709633.2457,4,30,0.0006,0.00567
1784709633.2457,4,31,0.00061,-0.00515
1784709633.2457,4,32,-0.00151,-0.00197
1784709633.2457,4,33,-0.00237,-0.00483
1784709633.2457,4,34,-0.00107,-0.00372
1784709633.2457,4,35,-0.00193,-0.00019
1784709633.2457,4,36,-0.00268,-0.0001
1784709633.2457,4,37,-0.0004,-0.00189
1784709633.2457,4,38,-0.00131,0.00681
1784709633.2457,4,39,-0.00284,-0.00089
1784709633.2457,4,40,-0.00194,0.00103
1784709633.2457,4,41,-0.00087,0.00706
1784709633.2457,4,42,-0.00221,-0.00088
1784709633.2457,4,43,-0.00177,-0.00284
1784709633.2457,4,44,-0.00252,-0.00564
1784709633.2457,4,45,-0.00447,-0.01754
1784709633.2457,4,46,-0.00459,-0.01597
1784709633.2457,4,47,-0.00626,-0.01931
1784709633.2457,4,48,-0.00559,-0.02925
1784709633.2457,4,49,-0.00413,-0.01902
1784709633.2457,4,50,-0.00339,-0.01449
1784709633.2457,4,51,-0.01608,-0.04186
1784709633.2457,4,52,-0.00307,-0.00708
1784709633.2457,4,53,-0.00167,-0.00732
1784709633.2457,4,54,-0.00163,-0.00102
1784709633.2457,4,55,-0.0197,-0.03675
1784709633.2457,4,56,-0.01705,-0.03919
1784709633.2457,4,57,-0.00225,0.00035
1784709633.2457,4,58,-0.00013,0.00776
1784709633.2457,4,59,-0.00069,-0.00367
1784709633.6208,5,0,0.00198,0.00745
1784709633.6208,5,1,-0.00196,0.00552
1784709633.6208,5,2,-0.00119,-0.00656
1784709633.6208,5,3,0.00182,0.0021
1784709633.6208,5,4,0.00152,-0.00413
1784709633.6208,5,5,-0.0058,-0.04751
1784709633.6208,5,6,-0.00197,-0.01502
1784709633.6208,5,7,-0.00069,-0.00806
1784709633.6208,5,8,-0.00186,-0.01549
1784709633.6208,5,9,-0.0017,-0.02387
1784709633.6208,5,10,-0.00051,-0.00888
1784709633.6208,5,11,0.00249,-0.03205
1784709633.6208,5,12,0.00091,-0.02216
1784709633.6208,5,13,0.0004,-0.01227
1784709633.6208,5,14,-0.00029,-0.00984
1784709633.6208,5,15,-0.00115,-0.01934
1784709633.6208,5,16,0.00042,-0.0139
1784709633.6208,5,17,0.00024,-0.015
1784709633.6208,5,18,-0.00157,-0.01808
1784709633.6208,5,19,-0.0001,-0.01643
1784709633.6208,5,20,-0.00039,-0.02085
1784709633.6208,5,21,0.00229,-0.02795
1784709633.6208,5,22,0.00113,-0.02304
1784709633.6208,5,23,0.00101,-0.01993
1784709633.6208,5,24,0.00075,-0.01847
1784709633.6208,5,25,-0.00074,-0.026
1784709633.6208,5,26,2e-05,-0.02441
1784709633.6208,5,27,-0.00065,-0.03672
1784709633.6208,5,28,-0.00154,-0.0325
1784709633.6208,5,29,-0.00089,-0.02838
1784709633.6208,5,30,-0.00226,-0.02392
1784709633.6208,5,31,0.00214,-0.03606
1784709633.6208,5,32,0.00032,-0.05697
1784709633.6208,5,33,0.00216,-0.06625
1784709633.6208,5,34,-0.00201,-0.04544
1784709633.6208,5,35,-0.00034,-0.0195
1784709633.6208,5,36,-0.00129,-0.01928
1784709633.6208,5,37,-0.00075,-0.01626
1784709633.6208,5,38,-0.00207,-0.01243
1784709633.6208,5,39,-0.00341,-0.0172
1784709633.6208,5,40,0.00675,-0.06336
1784709633.6208,5,41,0.00548,-0.06982
1784709633.6208,5,42,0.00697,-0.07328
1784709633.6208,5,43,0.00684,-0.0801
1784709633.6208,5,44,-0.00022,-0.06648
1784709633.6208,5,45,-0.00173,-0.07382
1784709633.6208,5,46,-0.00195,-0.04772
1784709633.6208,5,47,-0.00346,-0.07897
1784709633.6208,5,48,-0.00126,-0.0932
1784709633.6208,5,49,0.00145,0.0037
1784709633.6208,5,50,-0.00351,-0.05349
1784709633.6208,5,51,-0.00118,-0.0485
1784709633.6208,5,52,-0.00099,-0.01103
1784709633.6208,5,53,-0.00084,-0.00838
1784709633.6208,5,54,0.00082,-0.01814
1784709633.6208,5,55,-0.00216,-0.00876
1784709633.6208,5,56,0.00204,-0.01291
1784709633.6208,5,57,-1e-05,-0.02024
1784709633.6208,5,58,-0.00181,-0.01467
1784709633.6208,5,59,-0.00164,-0.01364
1784709634.0024,6,0,0.0015,0.00589
1784709634.0024,6,1,-0.00035,-0.00335
1784709634.0024,6,2,-0.00204,0.00717
1784709634.0024,6,3,-0.00308,0.00174
1784709634.0024,6,4,-0.00321,0.00366
1784709634.0024,6,5,-0.00078,-0.00557
1784709634.0024,6,6,0.02365,-0.07827
1784709634.0024,6,7,0.00267,-0.02203
1784709634.0024,6,8,0.01517,-0.07936
1784709634.0024,6,9,0.00154,0.00538
1784709634.0024,6,10,0.01416,-0.06919
1784709634.0024,6,11,0.01148,-0.06795
1784709634.0024,6,12,0.00657,-0.0533
1784709634.0024,6,13,-0.0028,0.00395
1784709634.0024,6,14,0.00217,-0.01126
1784709634.0024,6,15,0.00754,-0.08108
1784709634.0024,6,16,0.01062,-0.06349
1784709634.0024,6,17,0.00138,-0.04246
1784709634.0024,6,18,-0.0027,-0.00367
1784709634.0024,6,19,-0.00334,-0.00459
1784709634.0024,6,20,-0.00925,-0.00126
1784709634.0024,6,21,-0.00114,-0.00337
1784709634.0024,6,22,0.00835,-0.03237
1784709634.0024,6,23,-0.00118,-0.01653
1784709634.0024,6,24,0.00058,-0.01421
1784709634.0024,6,25,-0.00235,0.00114
1784709634.0024,6,26,0.00604,-0.00681
1784709634.0024,6,27,0.00319,-0.0085
1784709634.0024,6,28,-0.00242,0.01062
1784709634.0024,6,29,-0.00151,0.01511
1784709634.0024,6,30,-0.00112,0.00737
1784709634.0024,6,31,0.00195,-0.01771
1784709634.0024,6,32,-0.00279,-0.01106
1784709634.0024,6,33,-0.00397,-0.00312
1784709634.0024,6,34,-0.00456,0.00065
1784709634.0024,6,35,-0.00157,0.0046
1784709634.0024,6,36,0.00162,-0.00306
1784709634.0024,6,37,0.0067,-0.0277
1784709634.0024,6,38,0.01261,-0.03333
1784709634.0024,6,39,0.00704,-0.04308
1784709634.0024,6,40,0.01072,-0.01815
1784709634.0024,6,41,0.00548,-0.0243
1784709634.0024,6,42,0.00708,-0.0197
1784709634.0024,6,43,0.00892,-0.0297
1784709634.0024,6,44,0.02071,-0.07085
1784709634.0024,6,45,0.02096,-0.07538
1784709634.0024,6,46,0.02091,-0.08916
1784709634.0024,6,47,0.02232,-0.07304
1784709634.0024,6,48,0.01842,-0.06213
1784709634.0024,6,49,0.02129,-0.07809
1784709634.0024,6,50,-0.00034,-0.01015
1784709634.0024,6,51,0.01516,-0.0327
1784709634.0024,6,52,-0.00263,-0.00177
1784709634.0024,6,53,0.01349,-0.07523
1784709634.0024,6,54,-0.0023,0.00259
1784709634.0024,6,55,-0.00352,0.00036
1784709634.0024,6,56,-0.00526,0.00677
1784709634.0024,6,57,0.0049,-0.0895
1784709634.0024,6,58,0.0069,-0.09848
1784709634.0024,6,59,0.00456,-0.00898
1784709634.2398,7,0,0.0006,-0.00935
1784709634.2398,7,1,-0.00317,-0.0169
1784709634.2398,7,2,-0.00496,-0.02358
1784709634.2398,7,3,-0.0025,-0.02518
1784709634.2398,7,4,0.00293,-0.01475
1784709634.2398,7,5,-0.00268,-0.0291
1784709634.2398,7,6,-0.01087,-0.01991
1784709634.2398,7,7,-0.00716,-0.02223
1784709634.2398,7,8,-0.01318,-0.02707
1784709634.2398,7,9,-0.01311,-0.03061
1784709634.2398,7,10,-0.00839,-0.02579
1784709634.2398,7,11,-0.00578,-0.02592
1784709634.2398,7,12,-0.00296,-0.01566
1784709634.2398,7,13,-0.00277,-0.017
1784709634.2398,7,14,-0.00661,-0.02433
1784709634.2398,7,15,-0.0129,-0.03061
1784709634.2398,7,16,-0.01814,-0.0399
1784709634.2398,7,17,-0.02146,-0.04292
1784709634.2398,7,18,-0.01815,-0.03989
1784709634.2398,7,19,-0.01282,-0.0257
1784709634.2398,7,20,-0.01568,-0.01777
1784709634.2398,7,21,-0.01415,-0.01646
1784709634.2398,7,22,-0.01594,-0.02093
1784709634.2398,7,23,-0.01615,-0.027
1784709634.2398,7,24,-0.01901,-0.01485
1784709634.2398,7,25,-0.02011,-0.01225
1784709634.2398,7,26,-0.01702,-0.01259
1784709634.2398,7,27,-0.01668,-0.00715
1784709634.2398,7,28,-0.02133,-0.01325
1784709634.2398,7,29,-0.01592,-0.01061
1784709634.2398,7,30,-0.0103,-0.01791
1784709634.2398,7,31,-0.01689,-0.03715
1784709634.2398,7,32,-0.0183,-0.03893
1784709634.2398,7,33,-0.01854,-0.03835
1784709634.2398,7,34,-0.00906,-0.03154
1784709634.2398,7,35,-0.0065,-0.02216
1784709634.2398,7,36,-0.01036,-0.03291
1784709634.2398,7,37,-0.00955,-0.02699
1784709634.2398,7,38,-0.0161,-0.03404
1784709634.2398,7,39,-0.01265,-0.03576
1784709634.2398,7,40,-0.00528,-0.03005
1784709634.2398,7,41,-0.00941,-0.02995
1784709634.2398,7,42,-0.00799,-0.02479
1784709634.2398,7,43,-0.00991,-0.01875
1784709634.2398,7,44,-0.01343,-0.0189
1784709634.2398,7,45,-0.01464,-0.02263
1784709634.2398,7,46,-0.01292,-0.01802
1784709634.2398,7,47,-0.0097,-0.0158
1784709634.2398,7,48,-0.01438,-0.02655
1784709634.2398,7,49,-0.00387,-0.01883
1784709634.2398,7,50,-0.00895,-0.02279
1784709634.2398,7,51,-0.01539,-0.02195
1784709634.2398,7,52,-0.01269,-0.02627
1784709634.2398,7,53,-0.00669,-0.02924
1784709634.2398,7,54,-0.00817,-0.02479
1784709634.2398,7,55,-0.01181,-0.02197
1784709634.2398,7,56,-0.00755,-0.0199
1784709634.2398,7,57,-0.0048,-0.01936
1784709634.2398,7,58,-0.00403,-0.01938
1784709634.2398,7,59,-0.00468,-0.01693
1784709634.5864,8,0,0.00688,-0.00283
1784709634.5864,8,1,-0.0018,-0.00032
1784709634.5864,8,2,-0.00585,0.00563
1784709634.5864,8,3,0.00011,0.00171
1784709634.5864,8,4,0.00088,-0.00233
1784709634.5864,8,5,-0.00365,-0.00343
1784709634.5864,8,6,-0.00102,-0.01115
1784709634.5864,8,7,7e-05,-0.0253
1784709634.5864,8,8,-0.00102,-0.02641
1784709634.5864,8,9,-0.00544,-0.01021
1784709634.5864,8,10,-0.00329,-0.01729
1784709634.5864,8,11,-0.00197,-0.03099
1784709634.5864,8,12,-0.00187,-0.02528
1784709634.5864,8,13,0.00027,-0.00785
1784709634.5864,8,14,-0.00272,-0.0139
1784709634.5864,8,15,-0.00053,-0.0157
1784709634.5864,8,16,-1e-05,-0.02977
1784709634.5864,8,17,-0.00405,-0.02271
1784709634.5864,8,18,-0.00421,-0.04085
1784709634.5864,8,19,0.00259,-0.03429
1784709634.5864,8,20,-0.0015,-0.03626
1784709634.5864,8,21,-0.0025,-0.03091
1784709634.5864,8,22,-0.0024,-0.03279
1784709634.5864,8,23,0.0004,-0.03207
1784709634.5864,8,24,-0.00291,-0.02901
1784709634.5864,8,25,-0.00402,-0.03307
1784709634.5864,8,26,-0.00714,-0.03312
1784709634.5864,8,27,-0.0044,-0.03431
1784709634.5864,8,28,-0.00065,-0.03299
1784709634.5864,8,29,-0.00185,-0.0272
1784709634.5864,8,30,-0.00401,-0.01312
1784709634.5864,8,31,-0.00378,-0.02053
1784709634.5864,8,32,-0.00499,-0.03481
1784709634.5864,8,33,0.00053,-0.04054
1784709634.5864,8,34,0.00034,-0.0364
1784709634.5864,8,35,-0.00422,-0.02539
1784709634.5864,8,36,-0.00175,-0.04529
1784709634.5864,8,37,-0.00223,-0.0562
1784709634.5864,8,38,0.0015,-0.05633
1784709634.5864,8,39,-0.00154,-0.06144
1784709634.5864,8,40,0.00033,-0.06469
1784709634.5864,8,41,-0.0038,-0.05694
1784709634.5864,8,42,-0.00346,-0.0447
1784709634.5864,8,43,-0.00311,-0.04391
1784709634.5864,8,44,-0.00075,-0.02471
1784709634.5864,8,45,0.00342,-0.03009
1784709634.5864,8,46,-0.00325,-0.01654
1784709634.5864,8,47,-0.00294,-0.0298
1784709634.5864,8,48,-0.00721,-0.03537
1784709634.5864,8,49,-0.00712,-0.03355
1784709634.5864,8,50,-0.00485,-0.02595
1784709634.5864,8,51,-0.00325,-0.01742
1784709634.5864,8,52,-0.00221,-0.01418
1784709634.5864,8,53,0.00081,-0.01898
1784709634.5864,8,54,0.00119,-0.02552
1784709634.5864,8,55,-0.00114,-0.02267
1784709634.5864,8,56,-0.00094,-0.0129
1784709634.5864,8,57,-0.00355,-0.01802
1784709634.5864,8,58,0.00112,-0.00711
1784709634.5864,8,59,-0.003,0.00588
1784709634.938,9,0,-0.00192,0.00051
1784709634.938,9,1,-0.00094,-0.00431
1784709634.938,9,2,0.00313,-0.0101
1784709634.938,9,3,-0.00668,-0.02668
1784709634.938,9,4,-0.00401,-0.03054
1784709634.938,9,5,-0.00247,-0.02288
1784709634.938,9,6,-0.01058,-0.04312
1784709634.938,9,7,-0.01279,-0.05553
1784709634.938,9,8,-0.00636,-0.03701
1784709634.938,9,9,-0.00544,-0.03461
1784709634.938,9,10,-0.00209,-0.01781
1784709634.938,9,11,-0.00226,-0.01622
1784709634.938,9,12,-0.01214,-0.03215
1784709634.938,9,13,-0.00416,-0.01594
1784709634.938,9,14,-0.00448,-0.01467
1784709634.938,9,15,-0.00237,-0.00924
1784709634.938,9,16,-0.00186,-0.00556
1784709634.938,9,17,-0.00064,-0.0075
1784709634.938,9,18,-0.00181,-0.01472
1784709634.938,9,19,-0.00067,-0.0082
1784709634.938,9,20,-0.00038,-0.00395
1784709634.938,9,21,-0.00198,-0.00716
1784709634.938,9,22,-0.00355,-0.00972
1784709634.938,9,23,-0.00444,-0.01806
1784709634.938,9,24,-0.00389,-0.02322
1784709634.938,9,25,-0.00279,-0.01519
1784709634.938,9,26,-0.00257,-0.0151
1784709634.938,9,27,-0.00398,-0.01772
1784709634.938,9,28,-0.00424,-0.02449
1784709634.938,9,29,-0.00535,-0.03304
1784709634.938,9,30,-0.0131,-0.059
1784709634.938,9,31,-0.01521,-0.05285
1784709634.938,9,32,-0.01677,-0.04916
1784709634.938,9,33,-0.00698,-0.03125
1784709634.938,9,34,-0.01187,-0.03378
1784709634.938,9,35,-0.01953,-0.05297
1784709634.938,9,36,-0.02238,-0.05199
1784709634.938,9,37,-0.02362,-0.05547
1784709634.938,9,38,-0.02401,-0.06485
1784709634.938,9,39,-0.02647,-0.06364
1784709634.938,9,40,-0.02088,-0.06014
1784709634.938,9,41,-0.02025,-0.05942
1784709634.938,9,42,-0.01938,-0.05851
1784709634.938,9,43,-0.01804,-0.06277
1784709634.938,9,44,-0.01709,-0.08787
1784709634.938,9,45,-0.01815,-0.09116
1784709634.938,9,46,-0.01438,-0.09339
1784709634.938,9,47,-0.01249,-0.05757
1784709634.938,9,48,-0.01154,-0.07214
1784709634.938,9,49,-0.01738,-0.07637
1784709634.938,9,50,-0.01344,-0.05662
1784709634.938,9,51,-0.00653,-0.03808
1784709634.938,9,52,-0.0171,-0.06751
1784709634.938,9,53,-0.01328,-0.05668
1784709634.938,9,54,-0.01468,-0.05874
1784709634.938,9,55,-0.01287,-0.04599
1784709634.938,9,56,-0.00452,-0.0212
1784709634.938,9,57,-0.01428,-0.03861
1784709634.938,9,58,-0.02258,-0.05478
1784709634.938,9,59,-0.02538,-0.0553
1784709635.2819,10,0,0.00393,0.0045
1784709635.2819,10,1,0.00022,-0.00349
1784709635.2819,10,2,0.00082,-0.00071
1784709635.2819,10,3,0.00278,0.0064
1784709635.2819,10,4,0.00388,0.00861
1784709635.2819,10,5,0.00554,0.0132
1784709635.2819,10,6,-0.0011,-0.00933
1784709635.2819,10,7,-2e-05,0.02185
1784709635.2819,10,8,0.00235,-0.01046
1784709635.2819,10,9,0.00555,-0.01114
1784709635.2819,10,10,0.00252,-0.02381
1784709635.2819,10,11,0.00215,-0.0196
1784709635.2819,10,12,0.00025,-0.01184
1784709635.2819,10,13,0.00781,0.00014
1784709635.2819,10,14,0.00508,-0.03166
1784709635.2819,10,15,2e-05,-0.00898
1784709635.2819,10,16,-6e-05,-0.01742
1784709635.2819,10,17,0.0013,-0.01685
1784709635.2819,10,18,0.00025,-0.01863
1784709635.2819,10,19,3e-05,-0.01325
1784709635.2819,10,20,0.00088,-0.01856
1784709635.2819,10,21,0.00063,-0.01458
1784709635.2819,10,22,0.00176,-0.01271
1784709635.2819,10,23,0.00023,-0.01003
1784709635.2819,10,24,0.00018,-0.00695
1784709635.2819,10,25,-0.00035,-0.00681
1784709635.2819,10,26,0.00254,-0.00236
1784709635.2819,10,27,0.00016,-0.02152
1784709635.2819,10,28,0.00349,-0.02759
1784709635.2819,10,29,0.00373,-0.01798
1784709635.2819,10,30,0.00372,-0.01721
1784709635.2819,10,31,-0.00032,-0.0205
1784709635.2819,10,32,-0.00141,-0.01547
1784709635.2819,10,33,0.00115,-0.0098
1784709635.2819,10,34,0.00198,-0.00415
1784709635.2819,10,35,0.00171,-0.00637
1784709635.2819,10,36,0.00444,0.0043
1784709635.2819,10,37,0.00278,-0.0064
1784709635.2819,10,38,0.00414,0.00489
1784709635.2819,10,39,0.01204,0.02918
1784709635.2819,10,40,0.0113,0.01908
1784709635.2819,10,41,0.00588,0.00585
1784709635.2819,10,42,0.00544,0.0019
1784709635.2819,10,43,0.0023,0.00225
1784709635.2819,10,44,0.00269,-0.01108
1784709635.2819,10,45,0.00283,0.01785
1784709635.2819,10,46,0.0028,0.01776
1784709635.2819,10,47,-0.00217,-0.00886
1784709635.2819,10,48,-0.00052,-0.01659
1784709635.2819,10,49,-0.00342,-0.00578
1784709635.2819,10,50,0.00611,0.026
1784709635.2819,10,51,0.00089,-0.00557
1784709635.2819,10,52,-2e-05,-0.00016
