seq,anchor_robot_t,step,step_robot_t,vx,wz,dt
63338,253647.0672,0,253647.0672,0.0,0.0,0.03333
63338,253647.0672,1,253647.1006,0.0,0.0,0.03333
63338,253647.0672,2,253647.1339,0.0,0.0,0.03333
63338,253647.0672,3,253647.1672,0.0,0.0,0.03333
63338,253647.0672,4,253647.2006,0.0,0.0,0.03333
63338,253647.0672,5,253647.2339,0.0,0.0,0.03333
63338,253647.0672,6,253647.2672,0.0,0.0,0.03333
63338,253647.0672,7,253647.3006,0.0,0.0,0.03333
63338,253647.0672,8,253647.3339,0.0,0.0,0.03333
63338,253647.0672,9,253647.3672,0.0,0.0,0.03333
63338,253647.0672,10,253647.4006,0.0,0.0,0.03333
63338,253647.0672,11,253647.4339,0.0,0.0,0.03333
63338,253647.0672,12,253647.4672,0.0,0.0,0.03333
63338,253647.0672,13,253647.5006,0.0,0.0,0.03333
63338,253647.0672,14,253647.5339,0.0,0.0,0.03333
63338,253647.0672,15,253647.5672,0.0,0.0,0.03333
63338,253647.0672,16,253647.6006,0.0,0.0,0.03333
63338,253647.0672,17,253647.6339,0.0,0.0,0.03333
63338,253647.0672,18,253647.6672,0.0,0.0,0.03333
63338,253647.0672,19,253647.7006,0.0,0.0,0.03333
63338,253647.0672,20,253647.7339,0.0,0.0,0.03333
63338,253647.0672,21,253647.7672,0.0,0.0,0.03333
63338,253647.0672,22,253647.8006,0.0,0.0,0.03333
63338,253647.0672,23,253647.8339,0.0,0.0,0.03333
63338,253647.0672,24,253647.8672,0.0,0.0,0.03333
63338,253647.0672,25,253647.9006,0.0,0.0,0.03333
63338,253647.0672,26,253647.9339,0.0,0.0,0.03333
63338,253647.0672,27,253647.9672,0.0,0.0,0.03333
63338,253647.0672,28,253648.0006,0.0,0.0,0.03333
63338,253647.0672,29,253648.0339,0.0,0.0,0.03333
63338,253647.0672,30,253648.0672,0.0,0.0,0.03333
63338,253647.0672,31,253648.1006,0.0,0.0,0.03333
63339,253647.1688,0,253647.1688,0.0,0.0,0.03333
63339,253647.1688,1,253647.2022,0.0,0.0,0.03333
63339,253647.1688,2,253647.2355,0.0,0.0,0.03333
63339,253647.1688,3,253647.2688,0.0,0.0,0.03333
63339,253647.1688,4,253647.3022,0.0,0.0,0.03333
63339,253647.1688,5,253647.3355,0.0,0.0,0.03333
63339,253647.1688,6,253647.3688,0.0,0.0,0.03333
63339,253647.1688,7,253647.4022,0.0,0.0,0.03333
63339,253647.1688,8,253647.4355,0.0,0.0,0.03333
63339,253647.1688,9,253647.4688,0.0,0.0,0.03333
63339,253647.1688,10,253647.5022,0.0,0.0,0.03333
63339,253647.1688,11,253647.5355,0.0,0.0,0.03333
63339,253647.1688,12,253647.5688,0.0,0.0,0.03333
63339,253647.1688,13,253647.6022,0.0,0.0,0.03333
63339,253647.1688,14,253647.6355,0.0,0.0,0.03333
63339,253647.1688,15,253647.6688,0.0,0.0,0.03333
63339,253647.1688,16,253647.7022,0.0,0.0,0.03333
63339,253647.1688,17,253647.7355,0.0,0.0,0.03333
63339,253647.1688,18,253647.7688,0.0,0.0,0.03333
63339,253647.1688,19,253647.8022,0.0,0.0,0.03333
63339,253647.1688,20,253647.8355,0.0,0.0,0.03333
63339,253647.1688,21,253647.8688,0.0,0.0,0.03333
63339,253647.1688,22,253647.9022,0.0,0.0,0.03333
63339,253647.1688,23,253647.9355,0.0,0.0,0.03333
63339,253647.1688,24,253647.9688,0.0,0.0,0.03333
63339,253647.1688,25,253648.0022,0.0,0.0,0.03333
63339,253647.1688,26,253648.0355,0.0,0.0,0.03333
63339,253647.1688,27,253648.0688,0.0,0.0,0.03333
63339,253647.1688,28,253648.1022,0.0,0.0,0.03333
63339,253647.1688,29,253648.1355,0.0,0.0,0.03333
63339,253647.1688,30,253648.1688,0.0,0.0,0.03333
63339,253647.1688,31,253648.2022,0.0,0.0,0.03333
63340,253647.2702,0,253647.2702,0.0,0.0,0.03333
63340,253647.2702,1,253647.3035,0.0,0.0,0.03333
63340,253647.2702,2,253647.3368,0.0,0.0,0.03333
63340,253647.2702,3,253647.3702,0.0,0.0,0.03333
63340,253647.2702,4,253647.4035,0.0,0.0,0.03333
63340,253647.2702,5,253647.4368,0.0,0.0,0.03333
63340,253647.2702,6,253647.4702,0.0,0.0,0.03333
63340,253647.2702,7,253647.5035,0.0,0.0,0.03333
63340,253647.2702,8,253647.5368,0.0,0.0,0.03333
63340,253647.2702,9,253647.5702,0.0,0.0,0.03333
63340,253647.2702,10,253647.6035,0.0,0.0,0.03333
63340,253647.2702,11,253647.6368,0.0,0.0,0.03333
63340,253647.2702,12,253647.6702,0.0,0.0,0.03333
63340,253647.2702,13,253647.7035,0.0,0.0,0.03333
63340,253647.2702,14,253647.7368,0.0,0.0,0.03333
63340,253647.2702,15,253647.7702,0.0,0.0,0.03333
63340,253647.2702,16,253647.8035,0.0,0.0,0.03333
63340,253647.2702,17,253647.8368,0.0,0.0,0.03333
63340,253647.2702,18,253647.8702,0.0,0.0,0.03333
63340,253647.2702,19,253647.9035,0.0,0.0,0.03333
63340,253647.2702,20,253647.9368,0.0,0.0,0.03333
63340,253647.2702,21,253647.9702,0.0,0.0,0.03333
63340,253647.2702,22,253648.0035,0.0,0.0,0.03333
63340,253647.2702,23,253648.0368,0.0,0.0,0.03333
63340,253647.2702,24,253648.0702,0.0,0.0,0.03333
63340,253647.2702,25,253648.1035,0.0,0.0,0.03333
63340,253647.2702,26,253648.1368,0.0,0.0,0.03333
63340,253647.2702,27,253648.1702,0.0,0.0,0.03333
63340,253647.2702,28,253648.2035,0.0,0.0,0.03333
63340,253647.2702,29,253648.2368,0.0,0.0,0.03333
63340,253647.2702,30,253648.2702,0.0,0.0,0.03333
63340,253647.2702,31,253648.3035,0.0,0.0,0.03333
63341,253647.3712,0,253647.3712,0.0,0.0,0.03333
63341,253647.3712,1,253647.4046,0.0,0.0,0.03333
63341,253647.3712,2,253647.4379,0.0,0.0,0.03333
63341,253647.3712,3,253647.4712,0.0,0.0,0.03333
63341,253647.3712,4,253647.5046,0.0,0.0,0.03333
63341,253647.3712,5,253647.5379,0.0,0.0,0.03333
63341,253647.3712,6,253647.5712,0.0,0.0,0.03333
63341,253647.3712,7,253647.6046,0.0,0.0,0.03333
63341,253647.3712,8,253647.6379,0.0,0.0,0.03333
63341,253647.3712,9,253647.6712,0.0,0.0,0.03333
63341,253647.3712,10,253647.7046,0.0,0.0,0.03333
63341,253647.3712,11,253647.7379,0.0,0.0,0.03333
63341,253647.3712,12,253647.7712,0.0,0.0,0.03333
63341,253647.3712,13,253647.8046,0.0,0.0,0.03333
63341,253647.3712,14,253647.8379,0.0,0.0,0.03333
63341,253647.3712,15,253647.8712,0.0,0.0,0.03333
63341,253647.3712,16,253647.9046,0.0,0.0,0.03333
63341,253647.3712,17,253647.9379,0.0,0.0,0.03333
63341,253647.3712,18,253647.9712,0.0,0.0,0.03333
63341,253647.3712,19,253648.0046,0.0,0.0,0.03333
63341,253647.3712,20,253648.0379,0.0,0.0,0.03333
63341,253647.3712,21,253648.0712,0.0,0.0,0.03333
63341,253647.3712,22,253648.1046,0.0,0.0,0.03333
63341,253647.3712,23,253648.1379,0.0,0.0,0.03333
63341,253647.3712,24,253648.1712,0.0,0.0,0.03333
63341,253647.3712,25,253648.2046,0.0,0.0,0.03333
63341,253647.3712,26,253648.2379,0.0,0.0,0.03333
63341,253647.3712,27,253648.2712,0.0,0.0,0.03333
63341,253647.3712,28,253648.3046,0.0,0.0,0.03333
63341,253647.3712,29,253648.3379,0.0,0.0,0.03333
63341,253647.3712,30,253648.3712,0.0,0.0,0.03333
63341,253647.3712,31,253648.4046,0.0,0.0,0.03333
63342,253647.4723,0,253647.4723,0.0,0.0,0.03333
63342,253647.4723,1,253647.5056,0.0,0.0,0.03333
63342,253647.4723,2,253647.539,0.0,0.0,0.03333
63342,253647.4723,3,253647.5723,0.0,0.0,0.03333
63342,253647.4723,4,253647.6056,0.0,0.0,0.03333
63342,253647.4723,5,253647.639,0.0,0.0,0.03333
63342,253647.4723,6,253647.6723,0.0,0.0,0.03333
63342,253647.4723,7,253647.7056,0.0,0.0,0.03333
63342,253647.4723,8,253647.739,0.0,0.0,0.03333
63342,253647.4723,9,253647.7723,0.0,0.0,0.03333
63342,253647.4723,10,253647.8056,0.0,0.0,0.03333
63342,253647.4723,11,253647.839,0.0,0.0,0.03333
63342,253647.4723,12,253647.8723,0.0,0.0,0.03333
63342,253647.4723,13,253647.9056,0.0,0.0,0.03333
63342,253647.4723,14,253647.939,0.0,0.0,0.03333
63342,253647.4723,15,253647.9723,0.0,0.0,0.03333
63342,253647.4723,16,253648.0056,0.0,0.0,0.03333
63342,253647.4723,17,253648.039,0.0,0.0,0.03333
63342,253647.4723,18,253648.0723,0.0,0.0,0.03333
63342,253647.4723,19,253648.1056,0.0,0.0,0.03333
63342,253647.4723,20,253648.139,0.0,0.0,0.03333
63342,253647.4723,21,253648.1723,0.0,0.0,0.03333
63342,253647.4723,22,253648.2056,0.0,0.0,0.03333
63342,253647.4723,23,253648.239,0.0,0.0,0.03333
63342,253647.4723,24,253648.2723,0.0,0.0,0.03333
63342,253647.4723,25,253648.3056,0.0,0.0,0.03333
63342,253647.4723,26,253648.339,0.0,0.0,0.03333
63342,253647.4723,27,253648.3723,0.0,0.0,0.03333
63342,253647.4723,28,253648.4056,0.0,0.0,0.03333
63342,253647.4723,29,253648.439,0.0,0.0,0.03333
63342,253647.4723,30,253648.4723,0.0,0.0,0.03333
63342,253647.4723,31,253648.5056,0.0,0.0,0.03333
63343,253647.5735,0,253647.5735,0.0,0.0,0.03333
63343,253647.5735,1,253647.6069,0.0,0.0,0.03333
63343,253647.5735,2,253647.6402,0.0,0.0,0.03333
63343,253647.5735,3,253647.6735,0.0,0.0,0.03333
63343,253647.5735,4,253647.7069,0.0,0.0,0.03333
63343,253647.5735,5,253647.7402,0.0,0.0,0.03333
